date,Time,magnitude,zone,description
2/6/2023,4:09,2.6,ZONA SEISMICA VRANCEA BUZAU,
2/6/2023,3:26,3.1,ZONA SEISMICA VRANCEA BUZAU,
1/31/2023,16:31,2.1,MUNTENIA BRAILA,
1/30/2023,3:09,2,ZONA SEISMICA VRANCEA BUZAU,
1/29/2023,15:01,2.5,ZONA SEISMICA VRANCEA VRANCEA,
1/28/2023,5:33,2.2,MUNTENIA IALOMITA,
1/28/2023,1:39,2,ZONA SEISMICA VRANCEA BUZAU,
1/27/2023,14:36,2.5,ZONA SEISMICA VRANCEA VRANCEA,
1/27/2023,9:15,2.7,ZONA SEISMICA VRANCEA BUZAU,
1/26/2023,18:31,2.2,BANAT CARAS-SEVERIN,
1/25/2023,19:29,2.6,BANAT CARAS-SEVERIN,
1/25/2023,9:39,2.4,ZONA SEISMICA VRANCEA BUZAU,
1/24/2023,7:42,3.7,ZONA SEISMICA VRANCEA BUZAU,
1/23/2023,22:01,2.8,OLTENIA GORJ,
1/22/2023,7:41,2,ZONA SEISMICA FAGARAS-CAMPULUNG VALCEA,
1/21/2023,2:50,2.2,MUNTENIA PRAHOVA,
1/20/2023,19:38,2.1,ZONA SEISMICA VRANCEA BUZAU,
1/20/2023,6:53,2.5,ZONA SEISMICA VRANCEA BUZAU,
1/19/2023,22:46,2,ZONA SEISMICA VRANCEA BUZAU,
1/17/2023,15:57,2.3,ZONA SEISMICA VRANCEA VRANCEA,
1/15/2023,15:59,2.8,ZONA SEISMICA VRANCEA VRANCEA,
1/14/2023,23:53,2.5,ZONA SEISMICA VRANCEA VRANCEA,
1/14/2023,1:56,2.6,ZONA SEISMICA VRANCEA BUZAU,
1/13/2023,1:16,2.4,ZONA SEISMICA VRANCEA BUZAU,
1/10/2023,20:19,2,MUNTENIA DAMBOVITA,
1/9/2023,21:49,2.8,MUNTENIA DAMBOVITA,
1/9/2023,20:34,2,MUNTENIA ARGES,
1/9/2023,9:17,2.3,ZONA SEISMICA VRANCEA BUZAU,
1/7/2023,17:47,2.8,ZONA SEISMICA VRANCEA BUZAU,
1/5/2023,13:14,3.3,ZONA SEISMICA VRANCEA VRANCEA,
1/5/2023,4:27,2.4,ZONA SEISMICA VRANCEA BUZAU,
1/1/2023,10:03,2.5,BANAT TIMIS,
1/1/2023,3:41,3.3,ZONA SEISMICA VRANCEA VRANCEA,
12/31/2022,17:24,2,OLTENIA MEHEDINTI,
12/29/2022,4:06,2.7,ZONA SEISMICA VRANCEA VRANCEA,
12/28/2022,9:38,2.8,ZONA SEISMICA VRANCEA VRANCEA,
12/27/2022,18:00,2.3,ZONA SEISMICA VRANCEA BUZAU,
12/26/2022,13:52,2,TRANSILVANIA SALAJ,
12/26/2022,9:47,3.6,ZONA SEISMICA VRANCEA BUZAU,
12/19/2022,21:32,2.6,ZONA SEISMICA VRANCEA VRANCEA,
12/18/2022,5:23,2.6,ZONA SEISMICA VRANCEA VRANCEA,
12/18/2022,2:20,2.2,MUNTENIA DAMBOVITA,
12/17/2022,7:42,4.4,ZONA SEISMICA VRANCEA BUZAU,
12/16/2022,1:47,4.1,ZONA SEISMICA VRANCEA VRANCEA,
12/15/2022,10:22,2.7,ZONA SEISMICA VRANCEA BUZAU,
12/14/2022,16:11,2.1,BANAT MEHEDINTI,
12/13/2022,21:37,2.7,ZONA SEISMICA VRANCEA BUZAU,
12/9/2022,17:36,3.2,ZONA SEISMICA VRANCEA VRANCEA,
12/9/2022,2:52,3,ZONA SEISMICA VRANCEA BUZAU,
12/8/2022,11:11,2.4,TRANSILVANIA BRASOV,
12/7/2022,3:49,3.4,ZONA SEISMICA VRANCEA BUZAU,
12/6/2022,11:05,2.3,BANAT CARAS-SEVERIN,
12/4/2022,21:39,3.8,ZONA SEISMICA VRANCEA VRANCEA,
12/3/2022,12:12,3.3,ZONA SEISMICA VRANCEA BACAU,
12/3/2022,11:05,2,BANAT CARAS-SEVERIN,
12/2/2022,18:23,2.7,MUNTENIA IALOMITA,
12/2/2022,0:15,2.4,ZONA SEISMICA VRANCEA VRANCEA,
11/27/2022,16:00,2.1,ZONA SEISMICA VRANCEA BUZAU,
11/27/2022,5:25,2.8,ZONA SEISMICA VRANCEA VRANCEA,
11/26/2022,13:59,2.7,ZONA SEISMICA VRANCEA VRANCEA,
11/26/2022,3:59,3.6,ZONA SEISMICA VRANCEA VRANCEA,
11/25/2022,7:31,3.2,ZONA SEISMICA VRANCEA BRASOV,
11/21/2022,18:38,2.9,ZONA SEISMICA VRANCEA BUZAU,
11/19/2022,7:24,2,ZONA SEISMICA VRANCEA BUZAU,
11/17/2022,6:40,2.7,ZONA SEISMICA VRANCEA BUZAU,
11/16/2022,12:55,2.1,DOBROGEA CONSTANTA,
11/15/2022,20:19,2.7,ZONA SEISMICA VRANCEA BUZAU,
11/15/2022,0:23,2.5,ZONA SEISMICA VRANCEA BUZAU,
11/14/2022,4:49,2.6,ZONA SEISMICA VRANCEA BUZAU,
11/13/2022,20:53,2.5,MUNTENIA PRAHOVA,
11/12/2022,6:05,2.6,ZONA SEISMICA VRANCEA BUZAU,
11/10/2022,19:16,2.8,ZONA SEISMICA VRANCEA VRANCEA,
11/9/2022,15:16,2.8,ZONA SEISMICA VRANCEA VRANCEA,
11/9/2022,0:45,2.5,ZONA SEISMICA VRANCEA BUZAU,
11/7/2022,10:02,3.1,ZONA SEISMICA VRANCEA VRANCEA,
11/6/2022,9:42,3.1,MUNTENIA DAMBOVITA,
11/5/2022,21:05,2.7,ZONA SEISMICA VRANCEA BUZAU,
11/5/2022,18:13,2.6,ZONA SEISMICA VRANCEA VRANCEA,
11/5/2022,5:33,2.8,ZONA SEISMICA VRANCEA BUZAU,
11/3/2022,6:50,5.4,ZONA SEISMICA VRANCEA BUZAU,
11/2/2022,6:22,3,ZONA SEISMICA VRANCEA VRANCEA,
10/31/2022,14:20,3,ZONA SEISMICA VRANCEA BUZAU,
10/30/2022,5:07,3.1,ZONA SEISMICA VRANCEA BUZAU,
10/29/2022,4:38,2.5,ZONA SEISMICA VRANCEA VRANCEA,
10/28/2022,16:39,2.6,ZONA SEISMICA VRANCEA VRANCEA,
10/28/2022,11:26,3.3,ZONA SEISMICA VRANCEA VRANCEA,
10/28/2022,1:27,2.8,ZONA SEISMICA VRANCEA VRANCEA,
10/27/2022,19:49,2.6,ZONA SEISMICA VRANCEA BUZAU,
10/25/2022,3:13,3.3,ZONA SEISMICA VRANCEA BUZAU,
10/23/2022,5:54,2.5,ZONA SEISMICA VRANCEA VRANCEA,
10/22/2022,4:40,2.9,ZONA SEISMICA VRANCEA BUZAU,
10/21/2022,3:50,2.5,ZONA SEISMICA VRANCEA VRANCEA,
10/20/2022,19:09,2.3,ZONA SEISMICA VRANCEA VRANCEA,
10/19/2022,4:39,3.7,ZONA SEISMICA VRANCEA VRANCEA,
10/18/2022,9:54,2.8,ZONA SEISMICA VRANCEA VRANCEA,
10/17/2022,22:02,2.7,ZONA SEISMICA VRANCEA VRANCEA,
10/17/2022,20:12,2.8,ZONA SEISMICA VRANCEA BUZAU,
10/16/2022,2:07,2.9,ZONA SEISMICA VRANCEA BUZAU,
10/10/2022,20:25,3,ZONA SEISMICA VRANCEA VRANCEA,
10/10/2022,13:52,2.5,ZONA SEISMICA VRANCEA VRANCEA,
10/10/2022,8:34,2.9,ZONA SEISMICA VRANCEA BUZAU,
10/9/2022,14:36,2.5,ZONA SEISMICA VRANCEA VRANCEA,
10/9/2022,14:00,3.6,ZONA SEISMICA VRANCEA VRANCEA,
10/9/2022,6:15,3.2,ZONA SEISMICA VRANCEA BUZAU,
10/9/2022,2:01,3.2,ZONA SEISMICA VRANCEA VRANCEA,
10/8/2022,6:49,2.6,ZONA SEISMICA VRANCEA BUZAU,
10/7/2022,12:00,2.6,DOBROGEA TULCEA,
10/5/2022,20:11,2.8,ZONA SEISMICA VRANCEA VRANCEA,
10/4/2022,15:36,2,OLTENIA GORJ,
10/3/2022,18:44,4,ZONA SEISMICA VRANCEA BUZAU,
10/3/2022,18:14,3.4,ZONA SEISMICA VRANCEA VRANCEA,
10/1/2022,20:26,3.2,ZONA SEISMICA VRANCEA BUZAU,
10/1/2022,13:52,2.6,ZONA SEISMICA VRANCEA BUZAU,
9/28/2022,11:14,3.1,ZONA SEISMICA VRANCEA BUZAU,
9/26/2022,21:32,3.1,ZONA SEISMICA VRANCEA BUZAU,
9/26/2022,16:49,2.7,TRANSILVANIA COVASNA,
9/26/2022,1:02,2.2,ZONA SEISMICA VRANCEA VRANCEA,
9/24/2022,14:57,3.9,ZONA SEISMICA VRANCEA BUZAU,
9/22/2022,0:12,3,ZONA SEISMICA VRANCEA VRANCEA,
9/21/2022,17:31,3.1,ZONA SEISMICA VRANCEA BUZAU,
9/21/2022,16:32,2.6,ZONA SEISMICA VRANCEA COVASNA,
9/19/2022,22:59,2.2,MUNTENIA PRAHOVA,
9/18/2022,20:55,4.1,MUNTENIA DAMBOVITA,
9/13/2022,10:45,2.4,ZONA SEISMICA VRANCEA VRANCEA,
9/13/2022,5:50,4.1,ZONA SEISMICA VRANCEA BUZAU,
9/12/2022,23:28,2.9,ZONA SEISMICA VRANCEA VRANCEA,
9/11/2022,19:08,4.2,ZONA SEISMICA VRANCEA VRANCEA,
9/11/2022,16:29,2.6,ZONA SEISMICA VRANCEA BUZAU,
9/11/2022,7:41,3.4,ZONA SEISMICA VRANCEA VRANCEA,
9/11/2022,0:00,2.7,ZONA SEISMICA VRANCEA VRANCEA,
9/8/2022,2:45,2.8,ZONA SEISMICA VRANCEA BUZAU,
9/6/2022,18:39,2.9,TRANSILVANIA MURES,
9/6/2022,12:27,2.5,ZONA SEISMICA VRANCEA VRANCEA,
9/5/2022,16:08,2.1,MOLDOVA SUCEAVA,
9/2/2022,20:26,2.4,MUNTENIA IALOMITA,
8/30/2022,13:47,2.9,ZONA SEISMICA VRANCEA VRANCEA,
8/28/2022,22:32,2.3,ZONA SEISMICA VRANCEA BUZAU,
8/28/2022,0:14,3.1,ZONA SEISMICA VRANCEA VRANCEA,
8/22/2022,16:33,2.1,TRANSILVANIA BISTRITA-NASAUD,
8/18/2022,19:13,2.6,TRANSILVANIA COVASNA,
8/18/2022,15:55,2.7,ZONA SEISMICA VRANCEA BUZAU,
8/18/2022,1:42,2.5,TRANSILVANIA COVASNA,
8/11/2022,22:14,2.5,TRANSILVANIA COVASNA,
8/11/2022,11:47,2,DOBROGEA CONSTANTA,
8/9/2022,1:01,2.3,ZONA SEISMICA VRANCEA COVASNA,
8/8/2022,7:01,2.9,ZONA SEISMICA VRANCEA BUZAU,
8/7/2022,19:50,3.5,ZONA SEISMICA VRANCEA VRANCEA,
8/5/2022,5:27,2.1,OLTENIA GORJ,
8/4/2022,5:17,2.9,ZONA SEISMICA VRANCEA VRANCEA,
8/3/2022,11:37,2.9,ZONA SEISMICA VRANCEA BUZAU,
8/2/2022,6:59,2.9,ZONA SEISMICA VRANCEA BUZAU,
8/2/2022,3:44,2.1,MOLDOVA GALATI,
7/25/2022,1:04,2.9,DOBROGEA CONSTANTA,
7/21/2022,13:19,2.2,DOBROGEA CONSTANTA,
7/18/2022,2:04,4.1,ZONA SEISMICA VRANCEA VRANCEA,
7/17/2022,3:40,2.4,MUNTENIA BRAILA,
7/16/2022,10:39,4.1,OLTENIA GORJ,
7/14/2022,8:58,2.8,ZONA SEISMICA VRANCEA BUZAU,
7/13/2022,12:04,3.9,ZONA SEISMICA VRANCEA BUZAU,
7/12/2022,3:34,2.7,ZONA SEISMICA VRANCEA VRANCEA,
7/11/2022,17:06,2.6,ZONA SEISMICA VRANCEA BUZAU,
7/7/2022,10:55,2.5,ZONA SEISMICA VRANCEA BUZAU,
7/4/2022,13:56,4.1,ZONA SEISMICA VRANCEA BUZAU,
7/4/2022,7:12,3,ZONA SEISMICA VRANCEA VRANCEA,
7/1/2022,20:15,2.4,ZONA SEISMICA VRANCEA VRANCEA,
7/1/2022,20:11,2.9,ZONA SEISMICA VRANCEA VRANCEA,
6/30/2022,22:07,3,ZONA SEISMICA VRANCEA VRANCEA,
6/30/2022,6:09,3.2,ZONA SEISMICA VRANCEA BUZAU,
6/30/2022,4:52,3.4,ZONA SEISMICA VRANCEA BUZAU,
6/28/2022,1:27,2.3,ZONA SEISMICA VRANCEA BUZAU,
6/28/2022,0:53,2,MUNTENIA BRAILA,
6/26/2022,5:04,2.9,ZONA SEISMICA VRANCEA VRANCEA,
6/25/2022,16:34,3.1,ZONA SEISMICA VRANCEA VRANCEA,
6/25/2022,15:20,2.5,ZONA SEISMICA VRANCEA COVASNA,
6/24/2022,13:59,2.6,ZONA SEISMICA VRANCEA BUZAU,
6/19/2022,23:54,3.3,ZONA SEISMICA VRANCEA BUZAU,
6/19/2022,2:36,3,ZONA SEISMICA VRANCEA BUZAU,
6/15/2022,19:12,2.1,ZONA SEISMICA VRANCEA VRANCEA,
6/11/2022,19:45,2.7,ZONA SEISMICA VRANCEA BUZAU,
6/8/2022,13:43,2,DOBROGEA CONSTANTA,
6/8/2022,12:18,2.1,DOBROGEA TULCEA,
6/7/2022,18:40,3.6,ZONA SEISMICA VRANCEA BUZAU,
6/4/2022,21:45,2.4,UCRAINA_N GRANITA CU ROMANIA,
6/3/2022,18:51,2.1,ZONA SEISMICA VRANCEA BRASOV,
6/1/2022,23:03,2.4,ZONA SEISMICA VRANCEA BUZAU,
6/1/2022,2:39,2.9,ZONA SEISMICA VRANCEA VRANCEA,
5/31/2022,14:53,2,DOBROGEA CONSTANTA,
5/30/2022,3:29,3.4,ZONA SEISMICA VRANCEA BUZAU,
5/30/2022,2:12,2.1,MOLDOVA BACAU,
5/27/2022,23:29,2.2,BANAT MEHEDINTI,
5/27/2022,17:54,2.7,ZONA SEISMICA VRANCEA BUZAU,
5/24/2022,10:03,2.1,TRANSILVANIA BRASOV,
5/23/2022,18:40,3.3,ZONA SEISMICA VRANCEA BUZAU,
5/22/2022,22:48,2.1,MOLDOVA GALATI,
5/22/2022,3:58,3.2,ZONA SEISMICA VRANCEA PRAHOVA,
5/20/2022,0:35,3.7,ZONA SEISMICA VRANCEA VRANCEA,
5/19/2022,17:43,3.2,ZONA SEISMICA VRANCEA VRANCEA,
5/18/2022,17:16,3.7,ZONA SEISMICA VRANCEA BUZAU,
5/17/2022,16:54,3,ZONA SEISMICA VRANCEA BUZAU,
5/16/2022,20:16,2.7,ZONA SEISMICA VRANCEA BUZAU,
5/14/2022,17:24,2.7,ZONA SEISMICA VRANCEA BUZAU,
5/14/2022,12:15,2.2,ZONA SEISMICA VRANCEA VRANCEA,
5/11/2022,18:46,4.2,ZONA SEISMICA VRANCEA BUZAU,
5/10/2022,9:08,2.9,ZONA SEISMICA VRANCEA BUZAU,
5/10/2022,6:33,3.4,ZONA SEISMICA VRANCEA BUZAU,
5/7/2022,21:34,2.2,MOLDOVA IASI,
5/7/2022,21:33,2.7,ZONA SEISMICA VRANCEA BUZAU,
5/3/2022,22:26,2,MUNTENIA IALOMITA,
5/2/2022,3:24,2.1,TRANSILVANIA HUNEDOARA,
4/30/2022,1:14,2,ZONA SEISMICA VRANCEA VRANCEA,
4/30/2022,1:01,2.6,ZONA SEISMICA VRANCEA BUZAU,
4/25/2022,5:56,3.6,ZONA SEISMICA VRANCEA BUZAU,
4/25/2022,4:21,3,ZONA SEISMICA VRANCEA BUZAU,
4/24/2022,10:41,2.5,TRANSILVANIA CLUJ,
4/23/2022,2:24,2,ZONA SEISMICA VRANCEA VRANCEA,
4/21/2022,10:33,3.4,ZONA SEISMICA VRANCEA VRANCEA,
4/13/2022,0:54,2.3,ZONA SEISMICA VRANCEA BUZAU,
4/9/2022,4:10,2.5,ZONA SEISMICA VRANCEA BUZAU,
4/7/2022,1:11,2,ZONA SEISMICA VRANCEA VRANCEA,
4/6/2022,14:03,3.4,ZONA SEISMICA VRANCEA VRANCEA,
4/5/2022,22:48,2.5,ZONA SEISMICA VRANCEA BUZAU,
4/4/2022,3:33,2.2,ZONA SEISMICA VRANCEA BUZAU,
3/30/2022,22:46,3,ZONA SEISMICA VRANCEA BUZAU,
3/30/2022,22:19,3.1,ZONA SEISMICA VRANCEA BUZAU,
3/30/2022,21:53,2.7,ZONA SEISMICA VRANCEA VRANCEA,
3/30/2022,19:42,2.4,ZONA SEISMICA VRANCEA BUZAU,
3/30/2022,13:09,2.6,ZONA SEISMICA VRANCEA BUZAU,
3/30/2022,9:48,3,ZONA SEISMICA VRANCEA BUZAU,
3/29/2022,12:15,2.1,MOLDOVA VASLUI,
3/27/2022,16:43,2.3,ZONA SEISMICA VRANCEA VRANCEA,
3/27/2022,11:29,2.9,ZONA SEISMICA VRANCEA BUZAU,
3/26/2022,5:05,2.6,ZONA SEISMICA VRANCEA BUZAU,
3/25/2022,22:52,2.5,ZONA SEISMICA VRANCEA VRANCEA,
3/25/2022,18:19,3.3,ZONA SEISMICA VRANCEA VRANCEA,
3/23/2022,23:12,3.5,ZONA SEISMICA VRANCEA BUZAU,
3/23/2022,22:35,2,MOLDOVA NEAMT,
3/16/2022,22:19,3.5,ZONA SEISMICA VRANCEA VRANCEA,
3/15/2022,21:32,2.7,ZONA SEISMICA VRANCEA VRANCEA,
3/15/2022,7:45,2.6,ZONA SEISMICA VRANCEA BUZAU,
3/14/2022,20:06,2.4,ZONA SEISMICA VRANCEA BUZAU,
3/14/2022,9:32,4.3,ZONA SEISMICA VRANCEA VRANCEA,
3/14/2022,0:31,4.2,ZONA SEISMICA VRANCEA VRANCEA,
3/12/2022,21:58,2.4,ZONA SEISMICA VRANCEA VRANCEA,
3/12/2022,21:20,2.8,ZONA SEISMICA VRANCEA VRANCEA,
3/4/2022,22:32,2.9,ZONA SEISMICA VRANCEA BUZAU,
3/4/2022,19:45,2.6,ZONA SEISMICA VRANCEA BUZAU,
3/4/2022,12:42,2,DOBROGEA CONSTANTA,
2/27/2022,2:53,2.6,ZONA SEISMICA VRANCEA VRANCEA,
2/25/2022,21:36,3.2,ZONA SEISMICA VRANCEA VRANCEA,
2/24/2022,0:00,2.2,ZONA SEISMICA VRANCEA BUZAU,
2/22/2022,21:16,3.3,ZONA SEISMICA VRANCEA VRANCEA,
2/22/2022,15:46,3.2,ZONA SEISMICA VRANCEA VRANCEA,
2/22/2022,14:17,2,TRANSILVANIA ALBA,
2/19/2022,21:15,2.1,ZONA SEISMICA VRANCEA BUZAU,
2/15/2022,16:58,3,ZONA SEISMICA VRANCEA BUZAU,
2/14/2022,23:21,3,ZONA SEISMICA VRANCEA BUZAU,
2/13/2022,19:18,2.5,CRISANA ARAD,
2/11/2022,12:01,3,ZONA SEISMICA VRANCEA BUZAU,
2/10/2022,1:32,2,ZONA SEISMICA VRANCEA BUZAU,
2/9/2022,23:21,2.9,MUNTENIA IALOMITA,
2/8/2022,7:31,2.1,ZONA SEISMICA VRANCEA VRANCEA,
2/8/2022,2:24,2.3,MOLDOVA VASLUI,
2/6/2022,22:50,2.2,ZONA SEISMICA VRANCEA VRANCEA,
2/6/2022,17:10,2.3,ZONA SEISMICA VRANCEA BUZAU,
2/4/2022,12:13,2.4,ZONA SEISMICA VRANCEA VRANCEA,
2/4/2022,6:54,2,MUNTENIA BUZAU,
2/3/2022,23:53,2.9,ZONA SEISMICA VRANCEA VRANCEA,
2/2/2022,21:25,2.8,ZONA SEISMICA VRANCEA BUZAU,
2/2/2022,20:59,2.5,ZONA SEISMICA VRANCEA BUZAU,
2/2/2022,3:48,2.7,ZONA SEISMICA VRANCEA VRANCEA,
2/2/2022,0:19,3.8,ZONA SEISMICA VRANCEA VRANCEA,
1/30/2022,5:11,3.3,ZONA SEISMICA VRANCEA BUZAU,
1/26/2022,13:29,2.9,ZONA SEISMICA VRANCEA VRANCEA,
1/26/2022,8:31,2.4,MUNTENIA IALOMITA,
1/23/2022,15:26,2.4,ZONA SEISMICA VRANCEA BUZAU,
1/22/2022,22:10,2.8,ZONA SEISMICA VRANCEA BUZAU,
1/21/2022,23:37,3.3,ZONA SEISMICA VRANCEA BUZAU,
1/20/2022,2:18,3.3,ZONA SEISMICA VRANCEA BUZAU,
1/19/2022,13:16,3.5,ZONA SEISMICA VRANCEA VRANCEA,
1/18/2022,18:51,3.2,ZONA SEISMICA VRANCEA VRANCEA,
1/18/2022,9:47,3.8,ZONA SEISMICA VRANCEA BUZAU,
1/16/2022,15:43,4.4,ZONA SEISMICA VRANCEA VRANCEA,
1/15/2022,23:51,3.4,ZONA SEISMICA VRANCEA VRANCEA,
1/15/2022,20:14,3.3,ZONA SEISMICA VRANCEA BUZAU,
1/15/2022,0:03,3.7,ZONA SEISMICA VRANCEA BUZAU,
1/13/2022,5:27,3,ZONA SEISMICA VRANCEA VRANCEA,
1/13/2022,2:31,3.5,ZONA SEISMICA VRANCEA BUZAU,
1/13/2022,1:27,3,ZONA SEISMICA VRANCEA VRANCEA,
1/12/2022,2:41,2.3,MOLDOVA GALATI,
1/10/2022,23:18,3.4,MOLDOVA GALATI,
1/10/2022,10:40,2.9,ZONA SEISMICA VRANCEA BUZAU,
1/9/2022,22:58,2.6,ZONA SEISMICA VRANCEA BUZAU,
1/9/2022,8:23,2.8,ZONA SEISMICA VRANCEA BUZAU,
1/8/2022,1:02,4,ZONA SEISMICA VRANCEA BUZAU,
1/6/2022,22:00,2.4,ZONA SEISMICA VRANCEA VRANCEA,
1/6/2022,15:19,2.9,ZONA SEISMICA VRANCEA VRANCEA,
1/5/2022,19:41,2.8,ZONA SEISMICA VRANCEA VRANCEA,
1/3/2022,22:40,2.5,ZONA SEISMICA VRANCEA VRANCEA,
1/3/2022,8:36,3.3,ZONA SEISMICA VRANCEA VRANCEA,
1/2/2022,5:08,3.7,ZONA SEISMICA VRANCEA BUZAU,
1/1/2022,15:07,3.4,ZONA SEISMICA VRANCEA BUZAU,
12/30/2021,19:45,3,ZONA SEISMICA VRANCEA BUZAU,
12/30/2021,16:57,4,ZONA SEISMICA VRANCEA VRANCEA,
12/30/2021,9:18,2.1,MUNTENIA IALOMITA,
12/30/2021,1:20,3.3,ZONA SEISMICA VRANCEA VRANCEA,
12/29/2021,22:10,2.8,ZONA SEISMICA VRANCEA VRANCEA,
12/28/2021,17:35,3.3,ZONA SEISMICA VRANCEA PRAHOVA,
12/28/2021,13:53,3.4,ZONA SEISMICA VRANCEA BUZAU,
12/26/2021,23:45,3.5,ZONA SEISMICA VRANCEA BUZAU,
12/24/2021,11:28,2.2,BANAT TIMIS,
12/23/2021,3:02,3.3,ZONA SEISMICA VRANCEA VRANCEA,
12/21/2021,19:57,3,ZONA SEISMICA VRANCEA BUZAU,
12/21/2021,14:00,2.4,ZONA SEISMICA VRANCEA BUZAU,
12/17/2021,8:39,2.1,MOLDOVA VRANCEA_SE,
12/17/2021,2:04,4.1,ZONA SEISMICA VRANCEA BUZAU,
12/16/2021,10:36,2.2,TRANSILVANIA BRASOV,
12/11/2021,23:46,3.1,ZONA SEISMICA VRANCEA VRANCEA,
12/10/2021,19:50,3.1,ZONA SEISMICA VRANCEA VRANCEA,
12/10/2021,11:34,2.5,ZONA SEISMICA VRANCEA VRANCEA,
12/9/2021,15:02,3.4,ZONA SEISMICA VRANCEA BUZAU,
12/9/2021,12:47,3.1,ZONA SEISMICA VRANCEA VRANCEA,
12/7/2021,23:44,3.2,ZONA SEISMICA VRANCEA BUZAU,
12/7/2021,15:40,3.7,ZONA SEISMICA VRANCEA VRANCEA,
12/6/2021,9:22,3.6,ZONA SEISMICA VRANCEA VRANCEA,
12/2/2021,18:20,3.5,ZONA SEISMICA VRANCEA BUZAU,
12/2/2021,11:32,2.1,TRANSILVANIA CLUJ,
12/1/2021,23:43,2.6,ZONA SEISMICA VRANCEA BUZAU,
11/30/2021,18:20,4.1,ZONA SEISMICA VRANCEA VRANCEA,
11/29/2021,18:37,2.3,ZONA SEISMICA VRANCEA VRANCEA,
11/28/2021,17:40,3.1,ZONA SEISMICA VRANCEA BUZAU,
11/27/2021,5:22,2,MUNTENIA BRAILA,
11/27/2021,0:08,2,ZONA SEISMICA VRANCEA BUZAU,
11/26/2021,4:04,2.8,ZONA SEISMICA VRANCEA BUZAU,
11/25/2021,19:03,2.6,ZONA SEISMICA VRANCEA VRANCEA,
11/24/2021,21:30,3.1,ZONA SEISMICA VRANCEA BUZAU,
11/24/2021,5:03,3.1,ZONA SEISMICA VRANCEA BUZAU,
11/23/2021,13:39,2.9,ZONA SEISMICA VRANCEA VRANCEA,
11/21/2021,1:37,2,ZONA SEISMICA VRANCEA BUZAU,
11/18/2021,22:04,2.7,ZONA SEISMICA VRANCEA BUZAU,
11/17/2021,20:52,3.2,ZONA SEISMICA VRANCEA VRANCEA,
11/17/2021,3:19,2,DOBROGEA TULCEA,
11/17/2021,1:58,2.6,ZONA SEISMICA VRANCEA VRANCEA,
11/14/2021,16:59,2.2,MOLDOVA BACAU,
11/12/2021,23:30,2.5,ZONA SEISMICA VRANCEA VRANCEA,
11/11/2021,3:04,2.1,ZONA SEISMICA VRANCEA VRANCEA,
11/9/2021,22:34,2.3,ZONA SEISMICA VRANCEA BUZAU,
11/9/2021,17:20,3.6,ZONA SEISMICA VRANCEA PRAHOVA,
11/8/2021,1:48,2,OLTENIA VALCEA,
11/7/2021,11:05,2.7,ZONA SEISMICA VRANCEA BUZAU,
11/7/2021,5:11,2.8,ZONA SEISMICA VRANCEA VRANCEA,
11/6/2021,10:35,2,BANAT CARAS-SEVERIN,
11/5/2021,10:09,3,ZONA SEISMICA VRANCEA VRANCEA,
11/5/2021,5:36,2.5,ZONA SEISMICA VRANCEA VRANCEA,
11/4/2021,15:46,2,DOBROGEA TULCEA,
11/2/2021,9:56,2.9,MARAMURES MARAMURES,
10/31/2021,20:44,3.1,ZONA SEISMICA VRANCEA VRANCEA,
10/26/2021,22:18,2.9,ZONA SEISMICA VRANCEA BUZAU,
10/26/2021,21:18,3.1,ZONA SEISMICA VRANCEA BUZAU,
10/26/2021,20:14,2.8,ZONA SEISMICA VRANCEA BUZAU,
10/26/2021,11:22,2.4,TRANSILVANIA BRASOV,
10/26/2021,3:47,3,ZONA SEISMICA VRANCEA BUZAU,
10/24/2021,8:08,2.4,ZONA SEISMICA VRANCEA VRANCEA,
10/24/2021,3:49,2.7,ZONA SEISMICA VRANCEA BUZAU,
10/23/2021,0:47,3.3,ZONA SEISMICA VRANCEA VRANCEA,
10/21/2021,0:29,2.2,MUNTENIA BUZAU,
10/20/2021,21:12,2.5,ZONA SEISMICA VRANCEA VRANCEA,
10/19/2021,15:53,2.2,DOBROGEA CONSTANTA,
10/16/2021,20:58,2.8,MUNTENIA PRAHOVA,
10/15/2021,21:35,2,MUNTENIA BUZAU,
10/15/2021,6:06,3.6,ZONA SEISMICA VRANCEA BUZAU,
10/14/2021,9:30,2.2,MUNTENIA BUZAU,
10/14/2021,8:14,2.8,MUNTENIA BUZAU,
10/14/2021,3:40,2.9,ZONA SEISMICA VRANCEA BUZAU,
10/12/2021,17:48,2.2,ZONA SEISMICA VRANCEA BUZAU,
10/12/2021,12:47,2,TRANSILVANIA HUNEDOARA,
10/9/2021,22:34,3,ZONA SEISMICA VRANCEA BUZAU,
10/9/2021,9:39,2.6,ZONA SEISMICA VRANCEA BUZAU,
10/5/2021,6:40,3.2,ZONA SEISMICA VRANCEA BUZAU,
10/4/2021,13:35,2.1,CRISANA BIHOR,
10/4/2021,10:13,2.1,TRANSILVANIA SALAJ,
10/4/2021,1:27,2.8,ZONA SEISMICA VRANCEA VRANCEA,
10/3/2021,22:22,2.9,ZONA SEISMICA VRANCEA BUZAU,
10/3/2021,18:17,2.1,TRANSILVANIA SALAJ,
10/2/2021,1:55,2.4,ZONA SEISMICA VRANCEA VRANCEA,
9/30/2021,18:28,2.6,ZONA SEISMICA VRANCEA VRANCEA,
