date,Time,magnitude,zone,description
3/5/2018,12:34,3.3,TRANSILVANIA MURES,
3/3/2018,22:35,3,MOLDOVA IASI,
3/3/2018,22:16,2.5,MOLDOVA GALATI,
3/3/2018,9:01,2.7,ZONA SEISMICA VRANCEA VRANCEA,
3/3/2018,1:22,3.9,ZONA SEISMICA VRANCEA VRANCEA,
3/2/2018,20:57,3,MOLDOVA BACAU,
3/2/2018,4:03,3.1,ZONA SEISMICA VRANCEA VRANCEA,
3/2/2018,0:57,3.7,ZONA SEISMICA VRANCEA BUZAU,
2/27/2018,10:34,3,ZONA SEISMICA VRANCEA BUZAU,
2/26/2018,22:51,2.4,ZONA SEISMICA VRANCEA VRANCEA,
2/25/2018,11:44,2.3,ZONA SEISMICA VRANCEA BUZAU,
2/25/2018,11:11,2.2,OLTENIA GORJ,
2/24/2018,11:59,3.5,ZONA SEISMICA VRANCEA BUZAU,
2/24/2018,6:53,3,ZONA SEISMICA VRANCEA VRANCEA,
2/23/2018,10:33,2.9,ZONA SEISMICA VRANCEA BUZAU,
2/23/2018,2:35,2.4,ZONA SEISMICA VRANCEA BUZAU,
2/22/2018,23:49,4,ZONA SEISMICA VRANCEA VRANCEA,
2/22/2018,10:07,3.1,ZONA SEISMICA VRANCEA VRANCEA,
2/22/2018,1:42,4.3,OLTENIA OLT,
2/18/2018,22:22,2.4,ZONA SEISMICA VRANCEA VRANCEA,
2/18/2018,20:52,2.7,ZONA SEISMICA VRANCEA VRANCEA,
2/17/2018,22:52,2,ZONA SEISMICA FAGARAS-CAMPULUNG ARGES,
2/17/2018,22:27,2.2,ZONA SEISMICA VRANCEA BUZAU,
2/17/2018,4:52,2.2,ZONA SEISMICA VRANCEA BUZAU,
2/16/2018,20:07,2.5,ZONA SEISMICA VRANCEA BUZAU,
2/16/2018,0:20,2.4,ZONA SEISMICA VRANCEA VRANCEA,
2/15/2018,15:08,2,ZONA SEISMICA VRANCEA VRANCEA,
2/14/2018,3:46,2.9,ZONA SEISMICA VRANCEA BUZAU,
2/14/2018,0:12,2.8,ZONA SEISMICA VRANCEA VRANCEA,
2/12/2018,16:22,2.1,ZONA SEISMICA VRANCEA COVASNA,
2/11/2018,0:32,3.2,ZONA SEISMICA VRANCEA BUZAU,
2/10/2018,4:55,2.7,OLTENIA GORJ,
2/9/2018,22:22,3,ZONA SEISMICA VRANCEA BUZAU,
2/7/2018,15:10,2.2,MUNTENIA ARGES,
2/6/2018,11:42,2.8,ZONA SEISMICA VRANCEA BUZAU,
2/5/2018,1:56,3.9,ZONA SEISMICA VRANCEA VRANCEA,
2/4/2018,15:15,3.9,ZONA SEISMICA VRANCEA BUZAU,
2/3/2018,8:50,2.6,ZONA SEISMICA VRANCEA BUZAU,
2/3/2018,3:00,3.6,ZONA SEISMICA VRANCEA BUZAU,
1/31/2018,14:33,2.8,ZONA SEISMICA VRANCEA VRANCEA,
1/29/2018,7:46,2.4,DOBROGEA CONSTANTA,
1/28/2018,23:22,3.3,ZONA SEISMICA VRANCEA BUZAU,
1/28/2018,10:09,2.9,ZONA SEISMICA VRANCEA BUZAU,
1/27/2018,21:03,2.1,ZONA SEISMICA VRANCEA VRANCEA,
1/27/2018,8:48,3.5,ZONA SEISMICA VRANCEA BUZAU,
1/27/2018,5:20,2.2,MOLDOVA GALATI,
1/26/2018,9:42,3.3,ZONA SEISMICA VRANCEA BUZAU,
1/26/2018,8:21,3.1,ZONA SEISMICA VRANCEA BUZAU,
1/25/2018,19:51,2.2,MARAMURES MARAMURES,
1/24/2018,4:58,2.4,MARAMURES MARAMURES,
1/24/2018,2:59,2.1,MUNTENIA CALARASI,
1/23/2018,13:24,2,TRANSILVANIA ALBA,
1/22/2018,12:14,2.2,BANAT TIMIS,
1/21/2018,22:20,2.3,BANAT CARAS-SEVERIN,
1/21/2018,1:27,2.4,MUNTENIA IALOMITA,
1/19/2018,16:58,3,ZONA SEISMICA VRANCEA VRANCEA,
1/17/2018,21:01,2.5,ZONA SEISMICA VRANCEA VRANCEA,
1/17/2018,1:56,2.4,BANAT TIMIS,
1/10/2018,16:25,2.8,ZONA SEISMICA VRANCEA VRANCEA,
1/9/2018,17:05,2.1,MOLDOVA GALATI,
1/9/2018,13:02,2.7,ZONA SEISMICA VRANCEA VRANCEA,
1/8/2018,5:31,2.5,MUNTENIA BRAILA,
1/7/2018,17:56,2.5,ZONA SEISMICA VRANCEA VRANCEA,
1/5/2018,14:29,2.5,ZONA SEISMICA VRANCEA BUZAU,
1/2/2018,13:46,2.5,ZONA SEISMICA VRANCEA BUZAU,
12/30/2017,18:19,2.1,MOLDOVA GALATI,
12/28/2017,3:25,2.5,ZONA SEISMICA VRANCEA VRANCEA,
12/28/2017,1:33,3.3,ZONA SEISMICA VRANCEA BUZAU,
12/26/2017,17:18,3.3,ZONA SEISMICA VRANCEA VRANCEA,
12/24/2017,3:40,3.2,ZONA SEISMICA VRANCEA BUZAU,
12/23/2017,13:09,2.8,ZONA SEISMICA VRANCEA VRANCEA,
12/21/2017,21:41,2.7,ZONA SEISMICA VRANCEA BUZAU,
12/18/2017,3:22,3,ZONA SEISMICA VRANCEA VRANCEA,
12/16/2017,1:01,2.8,ZONA SEISMICA VRANCEA VRANCEA,
12/15/2017,9:33,3.5,ZONA SEISMICA VRANCEA VRANCEA,
12/15/2017,5:24,3.6,ZONA SEISMICA VRANCEA VRANCEA,
12/14/2017,4:28,3.4,ZONA SEISMICA VRANCEA BUZAU,
12/12/2017,22:10,2.2,ZONA SEISMICA VRANCEA VRANCEA,
12/12/2017,4:53,2,ZONA SEISMICA VRANCEA BUZAU,
12/12/2017,0:15,3.9,ZONA SEISMICA VRANCEA BUZAU,
12/7/2017,16:44,2.1,ZONA SEISMICA VRANCEA PRAHOVA,
12/7/2017,3:59,2.4,ZONA SEISMICA VRANCEA BUZAU,
12/5/2017,2:22,2,ZONA SEISMICA FAGARAS-CAMPULUNG DAMBOVITA,
12/4/2017,8:03,2.3,ZONA SEISMICA VRANCEA BUZAU,
12/3/2017,3:49,3.3,ZONA SEISMICA VRANCEA VRANCEA,
12/1/2017,15:12,2.6,ZONA SEISMICA VRANCEA VRANCEA,
11/27/2017,12:40,2.6,ZONA SEISMICA VRANCEA VRANCEA,
11/26/2017,0:43,2.7,ZONA SEISMICA VRANCEA VRANCEA,
11/24/2017,16:44,2.2,MUNTENIA BRAILA,
11/24/2017,14:13,2.6,DOBROGEA CONSTANTA,
11/23/2017,2:11,2.8,ZONA SEISMICA VRANCEA VRANCEA,
11/17/2017,6:38,2.7,ZONA SEISMICA VRANCEA VRANCEA,
11/15/2017,1:11,3.3,ZONA SEISMICA VRANCEA VRANCEA,
11/14/2017,8:24,3.7,ZONA SEISMICA VRANCEA BUZAU,
11/13/2017,0:53,2.5,ZONA SEISMICA VRANCEA VRANCEA,
11/12/2017,23:59,2.8,ZONA SEISMICA VRANCEA VRANCEA,
11/12/2017,8:20,2.2,ZONA SEISMICA VRANCEA BUZAU,
11/11/2017,18:57,2.6,ZONA SEISMICA VRANCEA BUZAU,
11/10/2017,10:40,2.1,TRANSILVANIA BRASOV,
11/8/2017,7:05,2.9,ZONA SEISMICA VRANCEA BUZAU,
11/5/2017,22:46,2.1,ZONA SEISMICA VRANCEA BUZAU,
11/5/2017,16:32,2.9,ZONA SEISMICA VRANCEA VRANCEA,
11/5/2017,10:55,2.1,ZONA SEISMICA VRANCEA VRANCEA,
11/3/2017,11:24,2.1,TRANSILVANIA BRASOV,
11/2/2017,6:12,3.1,ZONA SEISMICA VRANCEA VRANCEA,
11/1/2017,4:23,2,ZONA SEISMICA VRANCEA BUZAU,
10/30/2017,18:09,2,ZONA SEISMICA VRANCEA VRANCEA,
10/28/2017,16:56,4.1,ZONA SEISMICA VRANCEA BUZAU,
10/27/2017,20:25,2.3,ZONA SEISMICA VRANCEA VRANCEA,
10/27/2017,11:41,2,TRANSILVANIA MARAMURES,
10/22/2017,15:26,2.1,MARAMURES MARAMURES,
10/18/2017,5:25,2.8,ZONA SEISMICA VRANCEA BUZAU,
10/18/2017,1:41,2.6,ZONA SEISMICA VRANCEA BUZAU,
10/17/2017,20:28,2.4,ZONA SEISMICA VRANCEA BUZAU,
10/16/2017,5:59,2.4,ZONA SEISMICA VRANCEA BUZAU,
10/15/2017,21:15,2.8,ZONA SEISMICA VRANCEA BUZAU,
10/14/2017,14:00,3.1,ZONA SEISMICA VRANCEA BUZAU,
10/14/2017,5:33,2.2,ZONA SEISMICA VRANCEA BUZAU,
10/14/2017,3:38,3.1,ZONA SEISMICA VRANCEA BUZAU,
10/12/2017,7:06,2.5,ZONA SEISMICA VRANCEA VRANCEA,
10/11/2017,2:28,2.8,ZONA SEISMICA VRANCEA BUZAU,
10/9/2017,7:51,2.4,BANAT CARAS-SEVERIN,
10/8/2017,22:13,2.3,ZONA SEISMICA VRANCEA VRANCEA,
10/8/2017,4:49,4.2,ZONA SEISMICA VRANCEA VRANCEA,
10/7/2017,17:58,3.3,ZONA SEISMICA VRANCEA BUZAU,
10/6/2017,1:22,2.4,ZONA SEISMICA VRANCEA VRANCEA,
10/5/2017,14:25,2,TRANSILVANIA HUNEDOARA,
10/4/2017,20:27,2.6,ZONA SEISMICA VRANCEA VRANCEA,
10/4/2017,17:24,2.6,ZONA SEISMICA VRANCEA BUZAU,
10/2/2017,5:48,3,ZONA SEISMICA VRANCEA VRANCEA,
9/27/2017,12:15,3.3,ZONA SEISMICA VRANCEA BUZAU,
9/26/2017,15:21,2.9,ZONA SEISMICA VRANCEA BUZAU,
9/25/2017,10:54,4.2,ZONA SEISMICA VRANCEA BUZAU,
9/24/2017,3:41,2.3,ZONA SEISMICA VRANCEA VRANCEA,
9/23/2017,15:52,2.4,MUNTENIA ARGES,
9/22/2017,7:47,3.1,ZONA SEISMICA VRANCEA VRANCEA,
9/21/2017,3:49,2.4,ZONA SEISMICA VRANCEA VRANCEA,
9/18/2017,18:07,2.9,ZONA SEISMICA VRANCEA BUZAU,
9/18/2017,9:42,2.7,ZONA SEISMICA VRANCEA BUZAU,
9/18/2017,5:30,2.1,MUNTENIA CALARASI,
9/17/2017,19:57,2.9,ZONA SEISMICA VRANCEA BUZAU,
9/17/2017,18:35,2.7,ZONA SEISMICA VRANCEA VRANCEA,
9/11/2017,6:22,2.5,TRANSILVANIA SALAJ,
9/11/2017,0:50,3.1,ZONA SEISMICA VRANCEA BUZAU,
9/8/2017,21:12,3.5,ZONA SEISMICA VRANCEA VRANCEA,
9/8/2017,8:55,2.1,MOLDOVA GALATI,
9/7/2017,19:45,3.6,ZONA SEISMICA VRANCEA BUZAU,
9/5/2017,12:01,2.9,ZONA SEISMICA VRANCEA BUZAU,
9/4/2017,22:59,3.3,ZONA SEISMICA VRANCEA VRANCEA,
9/2/2017,12:33,2.6,ZONA SEISMICA VRANCEA VRANCEA,
8/29/2017,6:40,2.4,OLTENIA MEHEDINTI,
8/27/2017,17:56,2.2,BANAT TIMIS,
8/26/2017,18:27,3.4,ZONA SEISMICA VRANCEA VRANCEA,
8/26/2017,2:15,2,ZONA SEISMICA VRANCEA VRANCEA,
8/23/2017,10:39,3.8,ZONA SEISMICA VRANCEA BUZAU,
8/23/2017,10:16,2.2,TRANSILVANIA BRASOV,
8/22/2017,22:40,2.2,ZONA SEISMICA VRANCEA BUZAU,
8/22/2017,21:24,2.6,ZONA SEISMICA VRANCEA BUZAU,
8/16/2017,18:16,3.8,MOLDOVA GALATI,
8/16/2017,11:11,3.7,ZONA SEISMICA VRANCEA BUZAU,
8/15/2017,16:40,2.8,ZONA SEISMICA VRANCEA BUZAU,
8/13/2017,3:22,2.1,ZONA SEISMICA VRANCEA COVASNA,
8/13/2017,2:03,2.6,ZONA SEISMICA VRANCEA VRANCEA,
8/10/2017,13:15,2.7,ZONA SEISMICA VRANCEA VRANCEA,
8/10/2017,7:05,2.8,ZONA SEISMICA VRANCEA BUZAU,
8/10/2017,1:28,2.8,ZONA SEISMICA VRANCEA VRANCEA,
8/9/2017,15:45,2.1,BANAT CARAS-SEVERIN,
8/9/2017,12:17,3.4,ZONA SEISMICA VRANCEA VRANCEA,
8/8/2017,11:34,4.1,ZONA SEISMICA VRANCEA COVASNA,
8/7/2017,5:48,2.6,ZONA SEISMICA VRANCEA VRANCEA,
8/7/2017,3:48,2.2,ZONA SEISMICA VRANCEA VRANCEA,
8/6/2017,13:59,2,BUCOVINA SUCEAVA,
8/6/2017,6:17,2.8,TRANSILVANIA MURES,
8/4/2017,16:36,3.8,ZONA SEISMICA VRANCEA BUZAU,
8/3/2017,13:13,3.8,ZONA SEISMICA VRANCEA BUZAU,
8/2/2017,5:32,5,ZONA SEISMICA VRANCEA BUZAU,
8/1/2017,13:27,4.7,ZONA SEISMICA VRANCEA BUZAU,
7/31/2017,22:16,3.1,ZONA SEISMICA VRANCEA VRANCEA,
7/31/2017,12:40,2.5,ZONA SEISMICA VRANCEA BUZAU,
7/31/2017,4:25,2.3,ZONA SEISMICA VRANCEA VRANCEA,
7/31/2017,0:24,2.9,ZONA SEISMICA VRANCEA BUZAU,
7/29/2017,1:51,3.3,ZONA SEISMICA VRANCEA VRANCEA,
7/28/2017,2:11,2.5,ZONA SEISMICA VRANCEA VRANCEA,
7/25/2017,18:13,2.8,MOLDOVA BACAU,
7/23/2017,0:07,2.2,ZONA SEISMICA VRANCEA VRANCEA,
7/21/2017,7:53,2.9,ZONA SEISMICA VRANCEA BUZAU,
7/20/2017,23:25,2.7,MOLDOVA GALATI,
7/20/2017,17:43,2.4,MUNTENIA PRAHOVA,
7/19/2017,17:51,2.7,ZONA SEISMICA VRANCEA BUZAU,
7/17/2017,0:53,2.8,ZONA SEISMICA VRANCEA BUZAU,
7/16/2017,22:31,2.6,ZONA SEISMICA VRANCEA BUZAU,
7/15/2017,22:31,3.1,ZONA SEISMICA VRANCEA VRANCEA,
7/14/2017,3:22,2.7,ZONA SEISMICA VRANCEA VRANCEA,
7/13/2017,23:39,2.6,ZONA SEISMICA VRANCEA VRANCEA,
7/13/2017,10:26,2.7,ZONA SEISMICA VRANCEA BUZAU,
7/13/2017,6:50,2.4,ZONA SEISMICA VRANCEA BUZAU,
7/13/2017,1:34,3.6,ZONA SEISMICA VRANCEA BUZAU,
7/9/2017,0:21,2.6,MUNTENIA BUZAU,
7/8/2017,14:54,2.6,ZONA SEISMICA VRANCEA BUZAU,
7/6/2017,13:16,2.9,ZONA SEISMICA VRANCEA PRAHOVA,
7/6/2017,13:11,2.6,ZONA SEISMICA VRANCEA BUZAU,
7/5/2017,16:39,3.1,MUNTENIA BUZAU,
7/4/2017,20:42,2.8,BANAT CARAS-SEVERIN,
7/4/2017,17:15,2.9,ZONA SEISMICA VRANCEA BUZAU,
7/4/2017,3:32,2.1,CRISANA ARAD,
7/2/2017,0:15,2.5,ZONA SEISMICA VRANCEA BUZAU,
6/30/2017,17:29,2.1,MUNTENIA BRAILA,
6/29/2017,19:14,3,ZONA SEISMICA VRANCEA VRANCEA,
6/28/2017,23:17,2.5,ZONA SEISMICA VRANCEA BUZAU,
6/26/2017,6:17,2.7,ZONA SEISMICA VRANCEA BUZAU,
6/25/2017,22:11,2.4,MOLDOVA GALATI,
6/25/2017,12:48,4.1,ZONA SEISMICA VRANCEA VRANCEA,
6/24/2017,12:45,2.9,ZONA SEISMICA VRANCEA VRANCEA,
6/24/2017,2:50,4.2,ZONA SEISMICA VRANCEA BUZAU,
6/19/2017,0:02,2.5,ZONA SEISMICA VRANCEA VRANCEA,
6/17/2017,21:18,3.5,ZONA SEISMICA VRANCEA VRANCEA,
6/17/2017,14:09,3.2,ZONA SEISMICA VRANCEA VRANCEA,
6/16/2017,14:11,2,MARAMURES MARAMURES,
6/13/2017,11:17,2.9,ZONA SEISMICA VRANCEA VRANCEA,
6/13/2017,6:40,2.6,ZONA SEISMICA VRANCEA VRANCEA,
6/10/2017,1:23,3.3,ZONA SEISMICA VRANCEA BUZAU,
6/7/2017,17:26,2.7,ZONA SEISMICA VRANCEA VRANCEA,
6/6/2017,15:20,3.1,ZONA SEISMICA VRANCEA BUZAU,
6/4/2017,21:33,2.5,ZONA SEISMICA VRANCEA BUZAU,
6/4/2017,0:43,2.6,ZONA SEISMICA VRANCEA BUZAU,
6/3/2017,0:56,2.5,ZONA SEISMICA VRANCEA BUZAU,
6/2/2017,15:59,2.9,ZONA SEISMICA VRANCEA BUZAU,
6/1/2017,4:00,2.7,ZONA SEISMICA VRANCEA BUZAU,
5/30/2017,16:59,2.2,ZONA SEISMICA VRANCEA VRANCEA,
5/30/2017,13:49,2.3,TRANSILVANIA BRASOV,
5/30/2017,6:46,2.3,ZONA SEISMICA VRANCEA VRANCEA,
5/30/2017,4:02,2.2,ZONA SEISMICA VRANCEA VRANCEA,
5/28/2017,2:34,3.3,ZONA SEISMICA VRANCEA VRANCEA,
5/27/2017,5:02,2.5,ZONA SEISMICA VRANCEA BUZAU,
5/27/2017,1:41,2.8,ZONA SEISMICA VRANCEA BUZAU,
5/25/2017,18:31,2.5,ZONA SEISMICA VRANCEA BUZAU,
5/25/2017,1:27,2.3,ZONA SEISMICA VRANCEA BUZAU,
5/24/2017,20:44,2.9,ZONA SEISMICA VRANCEA BUZAU,
5/24/2017,18:17,2.2,MOLDOVA GALATI,
5/22/2017,11:27,3.7,ZONA SEISMICA VRANCEA VRANCEA,
5/22/2017,2:48,3,ZONA SEISMICA VRANCEA BUZAU,
5/21/2017,23:10,3.3,ZONA SEISMICA VRANCEA VRANCEA,
5/21/2017,19:56,3.2,ZONA SEISMICA VRANCEA VRANCEA,
5/20/2017,2:46,3.4,ZONA SEISMICA VRANCEA VRANCEA,
5/19/2017,23:02,4.6,ZONA SEISMICA VRANCEA VRANCEA,
5/18/2017,18:07,3.1,ZONA SEISMICA VRANCEA BUZAU,
5/18/2017,17:46,2.6,ZONA SEISMICA VRANCEA BUZAU,
5/15/2017,3:38,2.2,MUNTENIA PRAHOVA,
5/13/2017,21:06,3.4,MOLDOVA BACAU,
5/13/2017,12:21,3.8,ZONA SEISMICA VRANCEA BUZAU,
5/11/2017,18:09,2.1,DOBROGEA CONSTANTA,
5/9/2017,21:35,2.5,ZONA SEISMICA VRANCEA VRANCEA,
5/9/2017,19:48,3.4,ZONA SEISMICA VRANCEA BUZAU,
5/8/2017,23:37,3.2,ZONA SEISMICA VRANCEA VRANCEA,
5/7/2017,7:26,2,MOLDOVA BOTOSANI,
5/6/2017,21:36,3,ZONA SEISMICA VRANCEA VRANCEA,
5/6/2017,20:01,4,ZONA SEISMICA VRANCEA BUZAU,
5/5/2017,13:48,3.4,ZONA SEISMICA VRANCEA BUZAU,
5/5/2017,11:49,2.7,TRANSILVANIA COVASNA,
5/5/2017,1:06,2.6,ZONA SEISMICA VRANCEA BUZAU,
5/3/2017,8:59,4.2,ZONA SEISMICA VRANCEA BUZAU,
5/1/2017,21:54,2,ZONA SEISMICA VRANCEA BRASOV,
4/30/2017,5:52,3.1,ZONA SEISMICA VRANCEA BUZAU,
4/29/2017,12:02,2.8,ZONA SEISMICA VRANCEA BUZAU,
4/28/2017,5:25,2.8,ZONA SEISMICA VRANCEA VRANCEA,
4/27/2017,22:06,2.2,MUNTENIA BRAILA,
4/27/2017,19:02,2.5,ZONA SEISMICA VRANCEA BUZAU,
4/26/2017,14:01,2.7,ZONA SEISMICA VRANCEA BUZAU,
4/25/2017,20:05,2.4,ZONA SEISMICA VRANCEA BUZAU,
4/24/2017,3:30,2.5,ZONA SEISMICA VRANCEA VRANCEA,
4/21/2017,23:38,2.9,MUNTENIA BRAILA,
4/21/2017,19:18,2.4,ZONA SEISMICA VRANCEA VRANCEA,
4/21/2017,6:37,3,MUNTENIA PRAHOVA,
4/20/2017,23:05,3.1,ZONA SEISMICA VRANCEA VRANCEA,
4/19/2017,17:27,2,DOBROGEA CONSTANTA,
4/19/2017,14:15,3.6,ZONA SEISMICA VRANCEA BUZAU,
4/15/2017,19:58,2.5,ZONA SEISMICA VRANCEA BUZAU,
4/13/2017,16:02,2.8,ZONA SEISMICA VRANCEA BUZAU,
4/13/2017,6:19,2.5,MUNTENIA BUZAU,
4/13/2017,2:07,2.5,ZONA SEISMICA VRANCEA BUZAU,
4/12/2017,12:06,2,MUNTENIA IALOMITA,
4/11/2017,22:45,2.2,MUNTENIA PRAHOVA,
4/11/2017,22:20,2.5,ZONA SEISMICA VRANCEA VRANCEA,
4/11/2017,20:38,2.2,MUNTENIA PRAHOVA,
4/11/2017,15:01,2.3,MUNTENIA PRAHOVA,
4/11/2017,14:59,2.4,MUNTENIA PRAHOVA,
4/10/2017,19:18,3.8,ZONA SEISMICA VRANCEA BUZAU,
4/10/2017,3:35,2.3,ZONA SEISMICA VRANCEA VRANCEA,
4/6/2017,23:31,3.3,ZONA SEISMICA VRANCEA BUZAU,
4/6/2017,21:23,2.7,ZONA SEISMICA VRANCEA BUZAU,
4/3/2017,19:10,2.7,ZONA SEISMICA VRANCEA BUZAU,
4/3/2017,4:49,2.5,ZONA SEISMICA VRANCEA BUZAU,
4/2/2017,21:11,3,ZONA SEISMICA VRANCEA BUZAU,
4/2/2017,21:03,3,ZONA SEISMICA VRANCEA BUZAU,
4/2/2017,19:24,2,MOLDOVA GALATI,
4/1/2017,18:01,3.2,ZONA SEISMICA VRANCEA VRANCEA,
3/31/2017,21:33,2.6,MUNTENIA PRAHOVA,
3/31/2017,6:08,3.1,ZONA SEISMICA VRANCEA BUZAU,
3/29/2017,4:42,2.4,ZONA SEISMICA VRANCEA VRANCEA,
3/27/2017,12:11,3.7,ZONA SEISMICA VRANCEA BUZAU,
3/27/2017,3:50,2.8,ZONA SEISMICA VRANCEA VRANCEA,
3/27/2017,0:58,4,OLTENIA VALCEA,
3/26/2017,23:38,4,ZONA SEISMICA VRANCEA BUZAU,
3/26/2017,0:01,2.7,ZONA SEISMICA VRANCEA VRANCEA,
3/24/2017,4:02,3.3,ZONA SEISMICA VRANCEA BUZAU,
3/24/2017,1:22,3.1,ZONA SEISMICA VRANCEA BUZAU,
3/22/2017,19:11,2.8,ZONA SEISMICA VRANCEA VRANCEA,
3/20/2017,6:59,2.5,ZONA SEISMICA VRANCEA VRANCEA,
3/18/2017,22:39,2.9,ZONA SEISMICA VRANCEA VRANCEA,
3/16/2017,23:27,2,MUNTENIA IALOMITA,
3/15/2017,7:18,3.4,ZONA SEISMICA VRANCEA BUZAU,
3/15/2017,7:12,2.5,ZONA SEISMICA VRANCEA VRANCEA,
3/14/2017,6:37,2.3,ZONA SEISMICA VRANCEA BUZAU,
3/13/2017,8:50,2.7,ZONA SEISMICA VRANCEA COVASNA,
3/10/2017,12:48,3.8,ZONA SEISMICA VRANCEA VRANCEA,
3/10/2017,7:13,3.2,ZONA SEISMICA VRANCEA VRANCEA,
3/10/2017,6:10,2.4,ZONA SEISMICA VRANCEA BUZAU,
3/9/2017,3:50,3.5,ZONA SEISMICA VRANCEA VRANCEA,
3/8/2017,15:43,4.9,TRANSILVANIA HARGHITA,
3/8/2017,15:43,4.2,ZONA SEISMICA VRANCEA BUZAU,
3/7/2017,4:51,4.1,ZONA SEISMICA VRANCEA VRANCEA,
3/5/2017,18:47,2,BANAT CARAS-SEVERIN,
3/2/2017,23:00,2,MUNTENIA DAMBOVITA,
3/1/2017,22:11,3,MUNTENIA BUZAU,
3/1/2017,17:16,2.3,MUNTENIA BUZAU,
2/27/2017,14:53,2,MOLDOVA VASLUI,
2/27/2017,10:31,2.8,ZONA SEISMICA VRANCEA BUZAU,
2/26/2017,23:34,3.4,ZONA SEISMICA VRANCEA BUZAU,
2/26/2017,19:58,2.6,ZONA SEISMICA VRANCEA BUZAU,
2/26/2017,17:16,2.5,ZONA SEISMICA VRANCEA BUZAU,
2/26/2017,15:11,2.7,ZONA SEISMICA VRANCEA BUZAU,
2/26/2017,6:21,3.3,ZONA SEISMICA VRANCEA VRANCEA,
2/26/2017,0:22,2.2,ZONA SEISMICA VRANCEA BUZAU,
2/25/2017,5:44,2.9,ZONA SEISMICA VRANCEA BUZAU,
2/25/2017,5:18,3.1,ZONA SEISMICA VRANCEA BUZAU,
2/22/2017,16:56,2.6,TRANSILVANIA SALAJ,
2/22/2017,11:29,3.6,ZONA SEISMICA VRANCEA VRANCEA,
2/21/2017,15:18,2.4,ZONA SEISMICA VRANCEA VRANCEA,
2/18/2017,23:50,2.8,ZONA SEISMICA VRANCEA VRANCEA,
2/18/2017,10:10,2.9,ZONA SEISMICA VRANCEA BUZAU,
2/18/2017,9:13,2.3,ZONA SEISMICA VRANCEA BUZAU,
2/13/2017,13:31,2.5,ZONA SEISMICA VRANCEA BUZAU,
2/12/2017,3:56,2.7,ZONA SEISMICA VRANCEA VRANCEA,
2/11/2017,4:01,2.2,ZONA SEISMICA VRANCEA BUZAU,
2/10/2017,21:54,2.5,BANAT TIMIS,
2/8/2017,17:14,3.3,ZONA SEISMICA VRANCEA VRANCEA,
2/8/2017,17:08,5,ZONA SEISMICA VRANCEA BUZAU,
2/8/2017,11:52,4.4,ZONA SEISMICA VRANCEA VRANCEA,
2/7/2017,6:02,3.3,ZONA SEISMICA VRANCEA BUZAU,
2/5/2017,20:42,3.3,ZONA SEISMICA VRANCEA VRANCEA,
2/5/2017,3:03,2.3,ZONA SEISMICA VRANCEA VRANCEA,
2/3/2017,5:46,2.4,ZONA SEISMICA VRANCEA BUZAU,
2/2/2017,4:03,2.3,ZONA SEISMICA VRANCEA VRANCEA,
2/2/2017,3:40,2.1,ZONA SEISMICA VRANCEA BUZAU,
2/1/2017,2:33,2.8,ZONA SEISMICA VRANCEA VRANCEA,
1/30/2017,14:37,2,MOLDOVA GALATI,
1/29/2017,7:41,2.9,ZONA SEISMICA VRANCEA VRANCEA,
1/28/2017,19:27,3.3,ZONA SEISMICA VRANCEA BUZAU,
1/27/2017,2:16,3.5,ZONA SEISMICA VRANCEA VRANCEA,
1/26/2017,17:29,2.6,MARAMURES SATU MARE,
1/26/2017,9:44,2.9,ZONA SEISMICA VRANCEA VRANCEA,
1/24/2017,6:08,3,ZONA SEISMICA VRANCEA VRANCEA,
1/24/2017,5:09,3,ZONA SEISMICA VRANCEA VRANCEA,
1/22/2017,22:13,3,ZONA SEISMICA VRANCEA VRANCEA,
1/21/2017,2:25,2.2,ZONA SEISMICA VRANCEA VRANCEA,
1/18/2017,19:25,2.9,ZONA SEISMICA VRANCEA BUZAU,
1/16/2017,18:16,2.4,ZONA SEISMICA VRANCEA VRANCEA,
1/16/2017,16:11,2.3,ZONA SEISMICA VRANCEA VRANCEA,
1/16/2017,14:59,2.2,ZONA SEISMICA VRANCEA VRANCEA,
1/16/2017,14:57,3.2,ZONA SEISMICA VRANCEA VRANCEA,
1/15/2017,14:23,3.4,ZONA SEISMICA VRANCEA BUZAU,
1/14/2017,20:10,2.5,ZONA SEISMICA VRANCEA VRANCEA,
1/14/2017,6:55,3.1,ZONA SEISMICA VRANCEA VRANCEA,
1/12/2017,8:28,2.9,ZONA SEISMICA VRANCEA VRANCEA,
1/11/2017,7:37,2.5,ZONA SEISMICA VRANCEA VRANCEA,
1/11/2017,5:17,3.4,ZONA SEISMICA VRANCEA VRANCEA,
1/10/2017,14:36,3.3,ZONA SEISMICA VRANCEA VRANCEA,
1/8/2017,20:05,2,ZONA SEISMICA FAGARAS-CAMPULUNG VALCEA,
1/6/2017,16:01,3.6,ZONA SEISMICA VRANCEA VRANCEA,
1/5/2017,18:30,3,ZONA SEISMICA VRANCEA VRANCEA,
1/5/2017,16:47,3.9,MOLDOVA NEAMT,
1/5/2017,16:47,3.9,ZONA SEISMICA VRANCEA VRANCEA,
1/5/2017,15:16,3.8,ZONA SEISMICA VRANCEA BUZAU,
1/5/2017,6:23,3.9,ZONA SEISMICA VRANCEA VRANCEA,
